"x"
"1"	0.981214818684398
"2"	0.993122136050632
"3"	0.999914440009754
"4"	1.00086396721501
"5"	1.00072686394605
"6"	1.00060517568584
"7"	1.00069954708717
"8"	1.00098306651599
"9"	1.00137959480433
"10"	1.00181615168633
"11"	1.00223681612748
"12"	1.00260386604299
"13"	1.00289492558892
"14"	1.00309928564728
"15"	1.00321451259765
"16"	1.00324367694822
"17"	1.0031932334763
"18"	1.00307147597378
"19"	1.0028874588407
"20"	1.00265027881086
"21"	1.002368623599
"22"	1.00205051149773
"23"	1.00170316287815
"24"	1.00133295938602
"25"	1.0009454587832
"26"	1.00054544288062
"27"	1.00013698315737
"28"	0.999723513877689
"29"	0.999307906223458
"30"	0.998892539525731
