"x"
"1"	0.98845014511573
"2"	1.00127521031561
"3"	1.00021005259908
"4"	0.998550328689199
"5"	0.998151958768958
"6"	0.998487012761515
"7"	0.999027658560746
"8"	0.999504722015971
"9"	0.999827713146187
"10"	0.999995818725744
"11"	1.00004320306275
"12"	1.00001127287876
"13"	0.999936714867446
"14"	0.999847653785165
"15"	0.999763554754789
"16"	0.99969658398007
"17"	0.999653325692148
"18"	0.999636378821178
"19"	0.999645667897746
"20"	0.999679445811489
"21"	0.999735023962974
"22"	0.999809282454944
"23"	0.999899012143709
"24"	1.00000113284845
"25"	1.00011282299001
"26"	1.00023158757024
"27"	1.0003552844356
"28"	1.00048212328253
"29"	1.00061064768692
"30"	1.000739707334
