1004335,5851,36029.275,-0.09457311,-0.07293147,-0.059572833,-0.038371515,0.295168217,0.168899659,0.08268582,-0.130289346,0.180969041,0.351780759,-0.002178568,-0.045481121,-12.42912681,-11.89536467,-2.382810572,-2.705989001,-2.324739381,-2.481541185,-2.368119795,-2.0403321,-2.017133822,-11.08004355,-10.50461785,-6.735366998,-6.070470361,-6.816046742,-5.390669644,-5.553211787,-2.917823803,-2.088609672,-5.357505601,-5.67719018,-6.245968917,-6.053944027,-5.766610406,-6.205692343,-6.205886474,-5.050360996,-3.924814187,0.022649617
1010589,5851,50954.436,-0.098531071,-0.152134009,-0.076331057,-0.057719949,0.152980809,0.138663528,-0.060817882,-0.106392301,0.239628788,0.234525488,0.100564839,-0.016832575,-11.9066486,-11.35695765,-2.387081231,-2.555688678,-2.341510335,-2.319804558,-3.045967054,-1.063708092,-1.731392314,-10.86776506,-10.31243887,-6.883881597,-6.025535049,-6.478011717,-5.312749166,-6.014947638,-2.511688439,-2.224733062,-5.58484811,-5.7094844,-6.17118466,-6.529416083,-6.051414198,-5.741863377,-6.147100859,-5.169145239,-3.760913355,0.08199874
1015406,5851,36350.521,-0.168214084,-0.211598316,-0.122721455,-0.020171022,0.079068239,-0.189447911,0.029070685,-0.168995617,-0.069223513,0.03020336,-0.014349664,-0.002300195,-11.61994501,-11.03886199,-2.415004291,-2.652663343,-2.154346106,-2.403638525,-1.521658193,-2.046981348,-1.285733945,-10.62785413,-9.746646519,-6.983279803,-5.695479726,-6.549203224,-5.129298716,-5.722468309,-1.703237503,-1.381476699,-6.362626886,-5.8716549,-4.870084743,-5.857769513,-6.361744798,-5.310891635,-5.436234021,-4.719503249,-3.308109055,0.136877748
1024673,5851,49155.561,-0.124959468,-0.127159236,-0.056005717,-0.060492692,0.650707869,0.348817129,-0.041092368,-0.083992016,-0.004266981,0.07838492,0.048444251,-0.065198426,-12.14578292,-11.69250934,-2.391241414,-2.624469051,-2.276332876,-2.349581553,-2.685063635,-1.282410831,-0.884024176,-11.15919249,-10.62415823,-7.051817211,-6.391953094,-7.23574928,-5.881335504,-4.400358622,-3.185408598,-2.754622137,-5.887633084,-5.562886085,-4.527539086,-6.703786393,-7.266938388,-5.761406568,-5.337628681,-4.55722071,-3.2522495,0.081374581
1031954,5851,45303.338,-0.079433619,-0.116615598,-0.09496629,-0.044682483,0.702267445,0.354543449,0.059098675,-0.037389473,-0.185076037,-0.100069846,0.069561001,-0.090985003,-11.9097943,-11.50857531,-2.378189022,-2.768267769,-2.270043139,-2.630145443,-2.30406064,-2.339565549,-1.680831522,-11.46519476,-10.97784063,-7.298397801,-6.624477892,-6.735221843,-6.064468498,-8.06940649,-2.380186811,-2.414149015,-4.948358172,-5.245718992,-5.518717952,-6.824174706,-7.045375632,-5.44912014,-6.409244003,-5.655379038,-3.861158288,0.002091726
1038650,5851,43621.451,-0.159657941,-0.172337971,-0.070869783,-0.057817498,0.277896329,-0.119048802,-0.083788664,-0.082088421,-0.2492205,-0.138273676,0.002981015,-0.057733298,-11.20363806,-10.69203698,-2.392667605,-2.628374852,-2.220563699,-2.338863834,-2.068638034,-1.413883539,-1.225010634,-10.78258965,-10.3320343,-7.039062896,-6.20107894,-6.127479499,-5.310396782,-5.554763635,-3.076922434,-0.738950932,-5.65374955,-5.59421284,-4.970405638,-5.399444767,-6.086421696,-5.203463031,-5.821356074,-4.763254244,-2.780983442,0.068444578
1039992,5851,45414.21,-0.195212709,-0.250148871,-0.054471355,-0.054816179,0.673889716,0.322274537,0.054492802,-0.15199497,-0.083494294,-0.097230839,0.04718906,-0.077095174,-12.69004789,-12.06124217,-2.424057175,-2.604007298,-2.217095934,-2.308673752,-1.648692912,-2.518941481,-1.102564583,-11.04428908,-10.50821708,-7.336675703,-7.194698034,-6.000318456,-6.167845545,-6.009041171,-2.041611594,-2.250764883,-6.073553867,-5.245255554,-4.718557137,-6.854435855,-7.066048229,-5.213824011,-5.760780439,-4.647948279,-3.246723879,0.103803773
1046117,5851,62922.121,-0.138942016,-0.084992738,-0.072316447,-0.03115015,0.672147956,0.654225096,0.044878099,0.020779551,-0.126975026,-0.023277228,0.030577556,0.03781497,-11.22463992,-10.66191241,-2.368905371,-2.68051348,-2.383074582,-2.62269421,-2.379416156,-2.219433654,-1.704595069,-10.97736754,-10.42409854,-6.955588495,-7.63150095,-6.600568997,-6.340998966,-7.698299943,-3.340831779,-2.964567615,-5.286535687,-5.36855917,-6.012741962,-6.671232391,-5.790354673,-5.901969138,-6.712765814,-6.221697409,-4.530720128,0.002686418
1057237,5851,42164.369,-0.177694985,-0.20745852,-0.067301067,-0.042710537,0.126472021,-0.042996179,0.079860647,-0.054791589,-0.200679504,0.047299866,0.112861024,-0.084829744,-12.51780206,-11.95849579,-2.365130697,-2.592694929,-2.28755978,-2.29865082,-2.759044155,-1.906329683,-1.69233033,-11.1634496,-10.56041842,-6.693657326,-5.923154461,-6.399073942,-5.785223929,-4.147499179,-3.025075066,-2.82636037,-5.115037488,-5.311190633,-6.657282167,-6.027837333,-5.82899489,-5.707214278,-5.468993101,-5.324349164,-4.125540259,0.024059253
1065644,5851,43989.048,-0.035422205,-0.072613198,-0.123463421,-0.057052835,0.62518464,0.220404663,-0.172351242,-0.073749924,-0.005919549,0.013541704,0.020388082,-0.103493611,-11.67937632,-11.1862561,-2.395047485,-2.703027305,-2.353690912,-2.497606391,-2.453152031,-1.751515149,-1.266875513,-11.41253797,-10.79195694,-7.011228045,-6.415440795,-6.260348026,-5.947561337,-7.389194454,-2.208232631,-2.160546183,-5.150097047,-5.603474121,-5.677648249,-6.465820393,-5.745825887,-5.432699347,-7.22256879,-5.732082604,-3.629247974,0.046874414
