"x"
"1"	0.985433693547161
"2"	1.00263519023049
"3"	1.00107893907461
"4"	0.998703607453968
"5"	0.997875543219147
"6"	0.998109772152658
"7"	0.998797930177724
"8"	0.999577452073266
"9"	1.00028126306712
"10"	1.00085207168884
"11"	1.00128484681479
"12"	1.0015956385077
"13"	1.00180648072749
"14"	1.00193879021496
"15"	1.00201091574101
"16"	1.0020375889975
"17"	1.00203017500237
"18"	1.0019972026366
"19"	1.00194494136017
"20"	1.00187792689878
"21"	1.00179940286902
"22"	1.00171167441298
"23"	1.00161638213976
"24"	1.00151470884675
"25"	1.00140753192437
"26"	1.00129553315947
"27"	1.00117927588702
"28"	1.001059257602
"29"	1.00093594446148
"30"	1.00080979266618
