"x"
"1"	0.996019527573968
"2"	1.00729725736025
"3"	1.00267408228484
"4"	0.999539262550314
"5"	0.998426685346407
"6"	0.998329746455583
"7"	0.998579830357877
"8"	0.998865047891423
"9"	0.99907535827584
"10"	0.999193353433377
"11"	0.999236405267533
"12"	0.999230070354297
"13"	0.999197483671533
"14"	0.999156152481855
"15"	0.999117847648316
"16"	0.99908958658038
"17"	0.999074837355878
"18"	0.99907460608244
"19"	0.999088306841297
"20"	0.999114411707592
"21"	0.999150913298985
"22"	0.999195639966641
"23"	0.999246460646443
"24"	0.999301409895446
"25"	0.999358756843655
"26"	0.999417035845269
"27"	0.999475051815048
"28"	0.999531869535838
"29"	0.999586793451202
"30"	0.999639342423863
