1000012,6068,53330.942,-0.102218008,-0.101189557,-0.438992254,0.047982801,-0.247716318,0.444947554,-0.217221584,0.017625681,-0.300674371,-0.655007793,-0.191969581,-0.04254258,-6.444294455,-6.098300721,-4.335336772,-3.930322735,-3.528834144,-3.302959001,-2.034905941,-2.600206035,-0.594103136,-10.13583144,-10.60600029,-10.80909773,-10.09229319,-8.538320332,-7.778584323,-5.158426225,-1.960508734,-1.533857447,-10.53647706,-10.50247205,-7.359231632,-6.265274023,-6.739740845,-5.122701071,-3.199704866,-2.430098284,-1.699166352,-0.384868549,-0.194176158,-0.282810232,-0.031380099,-6.120931545,-6.413034785,-5.78199647,-7.286578182,-5.910815582,-5.395189041,-5.721201168,-4.297813693,-2.063552988,0.157481339
1002222,6068,42395.439,-0.099885124,-0.099103819,-0.438361123,0.046251824,-0.582255955,0.49365411,-0.004668975,-0.111786783,-0.367485382,-0.690716839,-0.269867096,-0.118228169,-6.248179268,-7.032917663,-4.200131708,-4.083549259,-3.492595907,-3.211142304,-2.53824641,-1.624162782,-1.131721709,-9.584969721,-10.10225484,-10.39140567,-10.01153993,-8.574545294,-8.372916837,-7.027070712,-1.992722072,-0.679020713,-10.24793255,-9.79931171,-6.637188378,-6.274683533,-5.888272581,-5.006514726,-4.345627556,-1.458950839,-1.605689409,-0.045425292,0.31790848,-0.178912921,-0.04491905,-5.098018089,-6.984603354,-6.73805899,-7.465246585,-5.99566064,-5.945472177,-6.150408373,-4.936543745,-2.234239859,0.072171671
1008805,6068,54453.571,-0.105730548,-0.038802202,-0.405667652,0.012911614,0.027881806,0.421663215,-0.156229635,-0.04301134,-0.36997288,-0.355450637,-0.321767049,-0.013029128,-6.056088621,-6.0934156,-4.156928148,-4.066019866,-3.492669173,-3.32594356,-2.507760827,-3.378948927,-1.489881867,-10.32968402,-10.81863542,-11.0279151,-10.02758899,-9.18904317,-9.158210733,-7.400141718,-2.355929324,-3.674373213,-10.41621515,-11.06297752,-9.031889586,-5.88913599,-6.821952813,-5.191296311,-3.314971563,-4.373518887,-3.218570795,0.160924971,0.341616315,-0.212725249,-0.048410576,-5.423986388,-6.448678469,-6.680746943,-7.756769694,-6.907775098,-6.014551936,-7.016186467,-6.284698315,-3.222511198,0.061651341
1019240,6068,49989.16,-0.076522177,-0.15672351,-0.429814503,0.031257802,-0.024586932,0.506716482,-0.295137797,-0.004752839,-0.19694263,-0.472610811,-0.254533636,-0.113140271,-5.693611225,-6.842518294,-4.15831684,-3.993882495,-3.439743893,-3.465919654,-2.072494303,-2.872447449,-0.972689331,-9.974167792,-10.48808948,-10.7987873,-10.32559326,-8.983058679,-8.394582692,-6.762138759,-1.977308912,-2.628567891,-10.49101623,-9.813806561,-7.113270094,-6.166227934,-6.744313979,-5.441627087,-2.839450592,-2.932406809,-2.297487277,-0.42946143,-0.13465947,-0.299468787,0.000707679,-5.219536786,-7.225346598,-6.233156383,-6.696585908,-6.496937728,-5.499292711,-5.107867514,-4.613669438,-2.33437697,0.126484438
1019323,6068,41433.497,-0.121649177,-0.040078226,-0.402021837,0.019536909,-0.186419097,0.536002743,0.159114791,-0.204365476,-0.439888907,-0.575099756,-0.323303679,-0.059049581,-6.286098078,-6.227125646,-4.302472323,-4.020025779,-3.534202538,-3.226436038,-2.239530192,-2.436721512,-0.974407354,-9.758377065,-10.25701483,-10.50025976,-10.00153597,-9.505367127,-8.559459407,-6.219586411,-1.945173585,-2.872653813,-11.05476424,-10.57650154,-8.143847088,-5.997047288,-6.890305165,-5.11122949,-2.829299597,-4.066225767,-2.350379732,-0.190839706,-0.054044148,-0.255440556,-0.046036373,-6.393820866,-6.924428491,-5.79433788,-7.895385546,-6.350123246,-5.261414729,-5.47253981,-5.29690984,-3.249568626,0.145607233
1026608,6068,30782.484,-0.084790841,-0.173147091,-0.388629085,0.009591946,0.333031212,0.817595224,0.024836745,-0.088587406,-0.370905025,-0.450912216,-0.253939792,-0.06182338,-5.703214368,-8.422418133,-4.199746876,-4.027889543,-3.446299641,-3.387071341,-2.335227174,-2.985062063,-1.575136482,-10.35559668,-10.87572603,-11.0842597,-10.10008207,-9.575090702,-8.933479738,-5.424032557,-2.570277199,-3.233198769,-10.58822875,-10.59612065,-6.984605899,-6.210030099,-6.617682975,-5.584717661,-3.149564764,-4.324797454,-3.419899261,0.026167658,0.294397573,-0.172086836,-0.088296778,-6.98897035,-7.298762356,-5.876967735,-7.675011307,-6.864303545,-5.833531505,-6.172967976,-5.722952131,-3.85766748,0.087941857
1028572,6068,39582.412,-0.112791715,-0.144216457,-0.438832802,0.048388764,-0.082553102,0.308234931,-0.140173202,-0.007026503,-0.394956492,-0.623917463,-0.382880658,-0.039706179,-5.977282823,-7.195988531,-4.263268759,-4.071806811,-3.459423875,-3.194706174,-2.047733408,-2.610290547,-1.309034704,-9.759642184,-10.29525425,-10.59615459,-10.00351025,-8.663303241,-8.430353641,-6.842735392,-1.865680965,-2.109089277,-9.262882083,-9.442926866,-7.033971305,-6.221107916,-6.566712877,-5.013248983,-2.958517382,-3.387917283,-1.543185575,-0.193865366,-0.031055777,-0.141331752,-0.039712214,-5.79132424,-6.280152276,-6.409764906,-7.896519772,-5.925528067,-5.510846316,-6.217025554,-4.877410222,-1.843002727,0.159046035
1031644,6068,28219.334,-0.129729596,-0.100062161,-0.35140205,0.010871092,0.493496216,1.089544725,-0.246366905,-0.019932952,-0.400535373,-0.474103419,-0.212674392,-0.010480682,-6.542702834,-6.090424583,-4.264543568,-4.004256594,-3.563004334,-3.152085029,-2.309741047,-2.48111937,-1.454632643,-10.838798,-11.34161396,-11.53370863,-10.38824779,-9.989314133,-9.054557712,-5.526069986,-2.609106868,-3.084645363,-9.20083023,-11.40399146,-7.203065578,-6.280503386,-7.241369014,-5.129045105,-3.338762833,-3.905104605,-2.812975477,-0.07776892,0.128793847,-0.096616073,-0.086979691,-6.089302768,-6.034407116,-6.439368333,-8.586373692,-6.311034598,-5.712483183,-6.38610039,-5.960635106,-3.143011307,0.111873498
1041435,6068,45149.977,-0.20366369,-0.175853973,-0.373363796,0.008080136,-0.207010496,0.886697649,0.15401967,-0.102239368,-0.589490493,-0.495573859,-0.19901181,-0.15521315,-5.582385992,-8.58166939,-4.070924779,-3.92493789,-3.406403844,-3.335194356,-1.88623186,-2.840087843,-1.13247915,-10.75477574,-11.1880347,-11.3928066,-11.04283487,-9.178581077,-9.157966702,-7.409177257,-2.258855351,-2.738738983,-11.24652044,-11.18798161,-7.165976912,-5.871856917,-7.923523765,-4.825402316,-3.185859421,-3.001458569,-1.96942158,-0.266704772,-0.124780943,-0.293769801,-0.08715371,-6.696194629,-7.896641315,-5.61988052,-7.911103175,-5.648156314,-5.539053602,-5.819008875,-4.303616575,-2.563501285,0.139008821
1041513,6068,48400.267,-0.159205189,-0.207371306,-0.393410255,0.008010016,0.027639798,0.645880689,-0.149798294,0.085617906,-0.39013154,-0.554431868,-0.258746484,-0.102168885,-6.025328347,-6.063199767,-4.170456099,-3.905144936,-3.438747109,-3.240845484,-2.128125763,-2.75111833,-0.167867824,-10.34346366,-10.88655119,-11.22978741,-10.94999776,-10.40225099,-9.217220678,-7.795371441,-2.252637862,-1.331282979,-9.620321875,-9.875582066,-7.57232546,-6.006140073,-7.415107011,-4.988957502,-2.895057768,-3.440214287,-1.689561373,-0.262262416,-0.034146997,-0.310871939,-0.019464454,-5.875123108,-6.424358935,-6.201811759,-8.265556795,-6.11902509,-5.660140986,-6.528805191,-4.869101147,-2.679315384,0.097535353
