1000012,5851,19167.916,-0.052170586,-0.06058644,0.001505611,-0.018723391,-0.022007656,-0.093129038,-11.05956117,-10.13734053,-2.480473155,-2.647201167,-2.465016473,-2.437295257,-2.703172045,-1.126543899,-1.156334799,-10.99916708,-10.34583282,-6.943319318,-5.912317685,-7.392240229,-5.276342332,-4.201196763,-2.286618467,-1.937382228,-5.90545341,-5.338973066,-5.165201387,-6.635147729,-6.365045333,-5.353580147,-6.030669519,-5.066896758,-3.181783599,0.066552308
1002222,5851,17244.721,-0.082172718,-0.013321672,0.045004401,-0.025254771,0.057872722,-0.055664172,-11.2692893,-10.46448813,-2.519014976,-2.806242676,-2.352365462,-2.581013111,-2.14637308,-1.780700055,-1.297040897,-11.53719869,-11.10077852,-7.068973526,-5.905358819,-6.419052707,-5.251643935,-6.119761126,-1.678733127,-2.473267094,-5.837868211,-4.998575088,-5.736608154,-6.800349657,-5.769268323,-5.603979877,-6.17452936,-5.679369223,-3.758172672,0.037691646
1008805,5851,20167.836,-0.070360165,-0.047285525,-0.096245052,-0.086039545,-0.077981353,-0.077867243,-11.54814109,-10.78682228,-2.477417874,-2.764705566,-2.340730595,-2.477753425,-2.861074102,-1.707617388,-2.379273849,-11.92235878,-11.15882407,-6.705404294,-6.236200256,-5.776367235,-5.738529321,-3.633630409,-3.644268771,-2.87036447,-5.384897305,-5.59531662,-6.685485403,-5.373108123,-6.70860264,-5.338361779,-7.462716298,-6.975361238,-5.394769702,0.08499907
1019240,5851,19511.824,-0.105210244,-0.040293782,0.053895714,-0.016766615,0.07570552,-0.078932001,-11.66955222,-10.88289273,-2.418693784,-2.699792071,-2.519692774,-2.6976032,-2.116255977,-3.51246102,-1.38286878,-12.37484041,-11.83311652,-6.725185604,-6.506721403,-5.962250514,-5.626167324,-5.693303145,-2.422107531,-2.834787104,-5.611480259,-5.179751916,-6.04992951,-5.100923719,-6.171316614,-5.770560978,-7.947578026,-7.026507813,-4.867242699,-0.000163793
1019323,5851,23512.017,-0.134901625,-0.066212661,-0.01904689,-0.111775244,0.109991077,-0.032086676,-10.9057433,-9.971926423,-2.517461394,-2.687072464,-2.415012246,-2.369752109,-2.261145562,-2.339503921,-1.27430347,-10.73331963,-10.16078773,-6.623433606,-6.119970341,-6.280606263,-5.383459451,-5.983860129,-2.446830539,-2.009664843,-5.774005679,-5.244024987,-5.352864012,-6.567654709,-5.934367765,-5.551232437,-6.072861433,-5.459643955,-3.959224564,0.080308379
1026608,5851,16815.187,-0.049238716,-0.065353444,0.151131407,-0.269499194,0.073524597,-0.046829113,-11.11791549,-10.36094648,-2.494425129,-2.709374458,-2.463985145,-2.674770785,-2.295054882,-3.142754745,-3.428003133,-11.37078943,-10.38125112,-6.291487363,-5.716436719,-6.377236201,-5.516938649,-4.440884885,-3.472233027,-2.422657818,-5.9413939,-5.266259945,-4.889741835,-5.843621862,-5.520280987,-5.850345949,-6.927307702,-6.692336881,-5.607677831,-0.015435643
1028572,5851,19137.801,-0.055711449,-0.042538273,0.036795217,-0.039264057,0.094913755,-0.071320706,-10.86691947,-10.11070923,-2.514839678,-2.781322047,-2.401417229,-2.433540398,-2.710755688,-1.654411175,-1.411243547,-11.11389328,-10.28295285,-6.688801042,-5.901682712,-6.81551993,-5.428386196,-3.785931177,-3.743413524,-3.675946334,-5.782119277,-5.531912212,-4.933320966,-6.072207701,-6.463563116,-5.522472725,-5.91253777,-5.362054839,-4.075706367,0.05867673
1031644,5851,24018.628,-0.06316159,-0.059682975,-0.061526409,-0.037351475,0.008616438,0.032214719,-11.29610932,-10.3199183,-2.519152548,-2.787617077,-2.444178816,-2.395170832,-2.419190415,-2.352226802,-1.893963049,-11.27601645,-10.85324167,-6.684993099,-6.077088913,-6.688530428,-5.290360643,-4.743574382,-2.616202846,-2.610166296,-6.296107214,-5.213485316,-5.566308332,-7.037729387,-5.294497949,-5.643322114,-6.938532461,-6.019802208,-4.347919516,0.046522209
1041435,5851,19148.921,-0.09780305,-0.047393559,0.020243632,-0.097898691,0.007626586,-0.050080551,-10.78735309,-10.05543044,-2.445640401,-2.748795752,-2.488806595,-2.584166096,-2.289256172,-2.516899721,-2.068109068,-10.90910266,-10.3329195,-6.467930185,-6.388657463,-6.383069522,-5.393636975,-5.497433847,-2.175646804,-1.607593885,-5.470182325,-5.254926222,-5.182763299,-5.919388053,-6.504676019,-5.664711875,-5.692048213,-5.022420896,-3.710822067,0.027835541
1041513,5851,17430.689,-0.074670822,-0.049323372,0.066518404,-0.168321432,-0.044673141,-0.053393687,-11.15805579,-10.35023732,-2.429962355,-2.724346269,-2.491999192,-2.581925536,-3.739709924,-1.799634377,0.464062345,-11.45029461,-10.74175668,-6.465571326,-5.936179638,-6.110026997,-5.423911488,-5.896629893,-1.813572177,-1.211854486,-5.649950183,-4.818129903,-5.961871688,-6.727733543,-5.866642537,-5.679547538,-6.495264216,-5.526409142,-2.372237467,-0.06680399
