"x"
"1"	0.982072351889614
"2"	0.99788536900048
"3"	1.00395183140759
"4"	1.00241507998842
"5"	1.00046530609613
"6"	0.999326965265069
"7"	0.998877747502936
"8"	0.998845603165323
"9"	0.999024060772764
"10"	0.99928385603782
"11"	0.999551608105763
"12"	0.999789624514237
"13"	0.999981678254305
"14"	1.00012383768233
"15"	1.00021878353546
"16"	1.00027238083445
"17"	1.00029167044052
"18"	1.00028374100013
"19"	1.00025513909732
"20"	1.0002116020525
"21"	1.00015797836464
"22"	1.00009825199328
"23"	1.00003561921691
"24"	0.999972587437864
"25"	0.999911078298524
"26"	0.999852525558544
"27"	0.999797963117452
"28"	0.999748101489397
"29"	0.999703392692388
"30"	0.999664084380843
