"x"
"1"	1.09716046756717
"2"	1.07193136503382
"3"	1.02934135115154
"4"	1.0075362266653
"5"	0.997205884349882
"6"	0.992319904551468
"7"	0.990052394988021
"8"	0.98908578333065
"9"	0.988778837548557
"10"	0.988805302160815
"11"	0.988993589898793
"12"	0.989252001079089
"13"	0.989531907930011
"14"	0.989808679895397
"15"	0.990071333125692
"16"	0.990316685524413
"17"	0.990545948842395
"18"	0.990762695687123
"19"	0.99097163090978
"20"	0.991177847598425
"21"	0.991386381533806
"22"	0.991601952239009
"23"	0.991828821657024
"24"	0.992070727103106
"25"	0.99233086084624
"26"	0.992611878515359
"27"	0.99291592479198
"28"	0.993244668892599
"29"	0.99359934497588
"30"	0.993980794335173
