1000012,5851,49027.911,-0.112196499,-0.091501137,-0.051911702,-0.054310946,0.789676477,0.318244635,-0.032596082,-0.002670915,-0.195581531,0.24200722,-0.022408643,-0.076648551,-11.23285601,-10.57443275,-1.871348793,-2.184444199,-2.13786117,-1.691991883,-3.910468208,-3.40663986,-2.11423847,-10.72573937,-10.06191145,-6.860334593,-6.037613247,-7.904794685,-5.369605772,-3.85770682,-4.209303992,-3.742750419,-4.475296871,-4.69587657,-6.557169197,-7.884656542,-7.164195753,-4.733755115,-6.774852429,-6.111043762,-4.528431286,0.20018898
1002222,5851,37536.878,-0.156886965,-0.207623802,-0.079942606,-0.02149674,0.593857312,0.382238129,0.043990298,-0.018468001,-0.20764047,0.016326993,0.052029426,-0.051926792,-11.56890852,-10.92501465,-1.851379097,-2.25924024,-1.90796515,-1.647209743,-3.073831642,-3.535603394,-2.182958177,-10.63026546,-10.20499397,-7.209714377,-6.023359524,-6.905366893,-5.050179786,-4.453659539,-3.071925656,-3.561776346,-4.554753799,-4.303974854,-6.432202869,-7.543852815,-6.276113386,-4.70252946,-6.646213766,-6.169306464,-4.398427396,0.205774727
1008805,5851,35721.267,-0.133580463,-0.173896061,-0.069767271,-0.036800988,0.751916055,0.218570095,-0.113474854,-0.09683983,-0.12409371,0.04658646,-0.077949691,-0.057652924,-12.18248314,-11.45519544,-1.80742376,-2.272614999,-1.961660573,-1.735381912,-4.303619369,-3.915145269,-2.054269321,-10.68694039,-9.955894537,-6.49146455,-6.244515318,-6.095093423,-5.47033544,-3.885249915,-5.062708318,-3.974010008,-4.173685794,-5.043925161,-6.960574941,-7.125828457,-6.655604942,-4.768935394,-7.089741008,-6.916050764,-5.628415775,0.211380209
1019240,5851,45832.981,-0.150022836,-0.16474627,-0.114961376,-0.048286361,0.16634964,0.009028268,0.056451093,-0.029461754,-0.2870174,-0.108034351,0.067730854,-0.087595415,-11.83050809,-10.83843167,-1.796585297,-2.163224613,-2.093379691,-1.791316487,-2.223116797,-3.650775558,-2.01647039,-9.886989505,-9.34302984,-6.217544134,-6.200976051,-5.771764139,-5.235579661,-3.819294414,-3.771407045,-2.948580973,-4.443794361,-4.506158227,-5.73342133,-5.628061419,-5.421723624,-4.628501595,-6.227885478,-5.604621997,-3.954706229,0.208399156
1019323,5851,45763.699,-0.012177997,-0.041923146,-0.115928203,-0.061558158,0.819631409,0.457876845,-0.008507692,-0.086543097,-0.067834828,0.079923233,0.118354335,-0.01732792,-11.81472043,-11.06177955,-1.964018277,-2.245295784,-2.174433397,-1.689456531,-4.572724717,-4.179406005,-1.790175327,-10.71890407,-10.07630309,-6.687782331,-6.116637139,-6.823093258,-5.49209097,-5.054035616,-3.836360287,-4.226093308,-4.418434725,-4.64352711,-6.609606705,-7.874125011,-6.532531025,-4.753417047,-7.35754492,-7.202008951,-5.680621251,0.200922369
1026608,5851,48042.467,-0.091218184,-0.097462832,-0.054022966,-0.062031659,0.796762807,0.514963204,0.140207222,-0.251641576,-0.125724327,0.105494002,0.070445049,-0.049235272,-12.50578414,-11.66594355,-1.930044509,-2.236386599,-2.076497559,-1.779954815,-2.786330083,-4.591232222,-3.90069045,-10.39775742,-9.427663875,-6.448144385,-5.851730293,-6.64230023,-5.368857562,-4.529092157,-5.064820219,-3.797704383,-4.823759916,-4.347641677,-5.251625115,-6.347368222,-5.207243995,-4.898691043,-6.996742113,-7.051185729,-6.086719903,0.199644238
1028572,5851,48682.935,0.026249151,-0.009435498,-0.066381667,-0.045034636,1.000180538,0.769727622,-0.000659482,-0.027640658,-0.079191286,-0.134771919,0.070531503,-0.066337327,-11.86222767,-11.00077771,-1.995218417,-2.405386028,-2.170921211,-1.845133828,-3.346181625,-3.448399142,-2.351912692,-10.40599557,-9.708496782,-6.877171091,-6.366418649,-7.588518246,-5.702182977,-4.230934628,-5.152716425,-4.866282849,-4.299478124,-4.529973167,-5.397731774,-6.610579111,-6.617689934,-4.7343762,-6.3529823,-6.155097206,-5.077481243,0.231000173
1031644,5851,47772.513,0.00054396,-0.023363097,-0.059985188,-0.064133474,0.504540779,0.391122882,-0.071755844,-0.045054298,-0.197620452,0.036504081,0.004058859,0.029284184,-12.58633997,-11.84248976,-1.984835353,-2.36840571,-2.196148923,-1.704133942,-4.965114172,-4.344132171,-2.324021441,-10.91754627,-10.4714523,-6.61387026,-6.001592602,-7.083024443,-5.083752151,-4.299930241,-4.160913465,-3.952861651,-4.964165509,-4.237134201,-6.789568825,-8.108961782,-5.28868043,-4.791738811,-7.52415823,-6.722801783,-5.21436354,0.212942132
1041435,5851,44681.254,0.021473454,-0.025090215,-0.096848125,-0.056196882,0.764356535,0.425713823,0.016388012,-0.077639618,-0.184220427,-0.015442934,0.028308356,-0.063657672,-11.8476173,-10.90732915,-1.933557329,-2.343754046,-2.213347384,-1.900662687,-2.512917733,-3.642853947,-3.423111263,-10.38403098,-9.868589499,-6.563081882,-6.456194453,-6.711445808,-5.454236254,-4.507488919,-3.296375387,-3.371160899,-4.270667857,-4.429095772,-5.564524437,-6.528307834,-6.339655097,-4.890915464,-6.047428315,-6.06915205,-5.185630387,0.211500967
1041513,5851,24619.714,-0.130566344,-0.133980821,-0.07601831,-0.060206147,0.308349119,0.033601227,0.087581022,-0.183285241,-0.046870073,0.298172227,-0.059228095,-0.057914461,-11.4871382,-10.73755834,-1.861233747,-2.208646552,-2.031027916,-1.64534912,-3.88880508,-2.84221893,0.331953383,-10.40977593,-9.706553602,-6.227212223,-5.562483426,-6.122676844,-4.959841482,-3.561649438,-2.418006204,-2.227263742,-4.678737339,-4.694526574,-6.677102845,-7.244352962,-5.953708664,-4.760135537,-6.709212801,-5.873818477,-3.465834492,0.188603187
